Divisions,Station,Garda,Sergt,Insp,Superintendent,chief_superintendent,Assistant_Commissioner,Grand Total,Year
CORK CITY,BISHOPSTOWN,18,3,,,,,21,2014
CORK CITY,CARRIGALINE,17,2,,,,,19,2014
CORK CITY,CROSSHAVEN,2,,,,,,2,2014
CORK CITY,DOUGLAS,19,5,,,,,24,2014
CORK CITY,PASSAGE WEST,2,1,,,,,3,2014
CORK CITY,TOGHER,43,7,1,1,,,52,2014
CORK NORTH,BALLYNOE,1,,,,,,1,2014
CORK NORTH,CASTLETOWNROCHE,2,,,,,,2,2014
CORK NORTH,FERMOY,39,11,2,1,1,,54,2014
CORK NORTH,KILDORRERY,1,,,,,,1,2014
CORK NORTH,KILWORTH,1,,,,,,1,2014
CORK NORTH,MITCHELSTOWN,17,3,,,,,20,2014
CORK NORTH,RATHCORMAC,2,,,,,,2,2014
CORK NORTH,WATERGRASSHILL,2,,,,,,2,2014
CORK NORTH,BUTTEVANT,1,,,,,,1,2014
CORK NORTH,CHARLEVILLE,17,2,,,,,19,2014
CORK NORTH,DONERAILE,1,,,,,,1,2014
CORK NORTH,GLANTAINE,1,,,,,,1,2014
CORK WEST,KANTURK,21,2,,,,,23,2014
CORK NORTH,LISCARROLL,1,,,,,,1,2014
CORK NORTH,MALLOW,39,9,1,1,,,50,2014
CORK NORTH,MILFORD,2,,,,,,2,2014
CORK NORTH,NEWMARKET,1,1,,,,,2,2014
CORK NORTH,BALLYCOTTON,1,,,,,,1,2014
CORK NORTH,CARRIGTWOHILL,1,1,,,,,2,2014
CORK NORTH,CLOYNE,1,,,,,,1,2014
CORK NORTH,COBH,28,5,,,,,33,2014
CORK NORTH,KILLEAGH,1,,,,,,1,2014
CORK NORTH,MIDLETON,39,9,2,1,,,51,2014
CORK NORTH,WHITEGATE,1,,,,,,1,2014
CORK NORTH,YOUGHAL,19,5,,,,,24,2014
CORK WEST,BALLINEEN,2,,,,,,2,2014
CORK WEST,BALLINHASSIG,2,,,,,,2,2014
CORK WEST,BANDON,61,11,3,1,1,,77,2014
CORK WEST,INNISHANNON,1,,,,,,1,2014
CORK WEST,KILBRITTAIN,1,,,,,,1,2014
CORK WEST,KINSALE,13,3,,,,,16,2014
CORK WEST,TIMOLEAGUE,1,,,,,,1,2014
CORK WEST,BANTRY,27,4,1,,,,32,2014
CORK WEST,CASTLETOWNBERE,4,1,,,,,5,2014
CORK WEST,DRIMOLEAGUE,1,,,,,,1,2014
CORK WEST,DURRUS,1,,,,,,1,2014
CORK WEST,GLENGARRIFF,1,,,,,,1,2014
CORK WEST,KEALKIL,1,,,,,,1,2014
CORK WEST,SCHULL,3,1,,,,,4,2014
CORK WEST,BALTIMORE,1,,,,,,1,2014
CORK WEST,CLONAKILTY,26,6,,1,,,33,2014
CORK WEST,DRINAGH,1,,,,,,1,2014
CORK WEST,DUNMANWAY,9,1,,,,,10,2014
CORK WEST,ROSSCARBERY,1,,,,,,1,2014
CORK WEST,SKIBBEREEN,11,2,,,,,13,2014
CORK WEST,BAILE BHUIRNE,1,1,,,,,2,2014
CORK WEST,BEAL ATHA AN GHAORTHA,2,,,,,,2,2014
CORK WEST,BOHERBUE,1,,,,,,1,2014
CORK WEST,COACHFORD,1,,,,,,1,2014
CORK WEST,CROOKSTOWN,7,3,,,,,10,2014
CORK WEST,MACROOM,28,6,,1,,,35,2014
CORK WEST,MILLSTREET,10,2,,,,,12,2014
CORK WEST,RATHMORE,2,,,,,,2,2014
CORK WEST,STUAKE,1,,,,,,1,2014
CORK WEST,TARELTON,1,,,,,,1,2014
D.M.R. EAST,BLACKROCK,73,11,2,1,,,87,2014
D.M.R. EAST,DUNDRUM,80,8,1,,,,89,2014
D.M.R. EAST,CABINTEELY,36,5,1,,,,42,2014
D.M.R. EAST,DUN LAOGHAIRE,81,17,3,2,1,,104,2014
D.M.R. EAST,SHANKILL,57,9,,,,,66,2014
D.M.R. NORTH,BALBRIGGAN,48,10,3,1,,,62,2014
D.M.R. NORTH,GARRISTOWN,2,,,,,,2,2014
D.M.R. NORTH,LUSK,9,1,,,,,10,2014
D.M.R. NORTH,SKERRIES,8,1,,,,,9,2014
D.M.R. NORTH,BALLYMUN,88,19,4,2,1,,114,2014
D.M.R. NORTH,DUBLIN AIRPORT,22,2,,,,,24,2014
D.M.R. NORTH,SANTRY,80,10,,,,,90,2014
D.M.R. NORTH,COOLOCK,90,14,4,1,,,109,2014
D.M.R. NORTH,MALAHIDE,28,2,,,,,30,2014
D.M.R. NORTH,SWORDS,59,10,1,,,,70,2014
D.M.R. NORTH,CLONTARF,60,7,1,,,,68,2014
D.M.R. NORTH,HOWTH,28,3,,,,,31,2014
D.M.R. NORTH,RAHENY,50,9,2,1,,,62,2014
D.M.R. NORTH CENTRAL,BRIDEWELL,126,38,6,1,,,171,2014
D.M.R. NORTH CENTRAL,MOUNTJOY,165,19,4,1,,,189,2014
D.M.R. NORTH CENTRAL,IMMIGRATION D/DOCKS,3,,,,,,3,2014
D.M.R. NORTH CENTRAL,STORE STREET,204,33,4,2,1,,244,2014
D.M.R. SOUTH,CRUMLIN,69,17,5,2,1,,94,2014
D.M.R. SOUTH,SUNDRIVE ROAD,54,8,,,,,62,2014
D.M.R. SOUTH,RATHFARNHAM,63,8,1,,,,72,2014
D.M.R. SOUTH,TALLAGHT,145,20,4,1,,,170,2014
D.M.R. SOUTH,RATHMINES,52,8,,,,,60,2014
D.M.R. SOUTH,TERENURE,74,14,3,,,,91,2014
D.M.R. SOUTH CENTRAL,DONNYBROOK,100,11,3,1,,,115,2014
D.M.R. SOUTH CENTRAL,IRISHTOWN,42,6,1,,,,49,2014
D.M.R. SOUTH CENTRAL,KEVIN STREET,102,15,4,,,,121,2014
D.M.R. SOUTH CENTRAL,KILMAINHAM,58,14,,,,,72,2014
D.M.R. SOUTH CENTRAL,PEARSE STREET,242,34,6,2,1,,285,2014
D.M.R. WEST,BLANCHARDSTOWN,130,20,4,2,,,156,2014
D.M.R. WEST,CABRA,64,8,1,,,,73,2014
D.M.R. WEST,FINGLAS,93,13,2,,,,108,2014
D.M.R. WEST,BALLYFERMOT,73,11,1,,,,85,2014
D.M.R. WEST,CLONDALKIN,75,9,4,1,,,89,2014
D.M.R. WEST,RATHCOOLE,22,1,,,,,23,2014
D.M.R. WEST,LUCAN,59,10,4,1,,,74,2014
D.M.R. WEST,RONANSTOWN,77,13,1,,,,91,2014
DONEGAL,AN CHARRAIG,1,1,,,,,2,2014
DONEGAL,ARD AN RATHA,2,,,,,,2,2014
DONEGAL,BALLINTRA,1,,,,,,1,2014
DONEGAL,BALLYSHANNON,36,7,1,2,,,46,2014
DONEGAL,BUNDORAN,5,1,,,,,6,2014
DONEGAL,DONEGAL TOWN,25,5,,,,,30,2014
DONEGAL,MOUNTCHARLES,1,,,,,,1,2014
DONEGAL,NA CEALLA BEAGA,5,1,,,,,6,2014
DONEGAL,NA GLEANNTA,11,2,,,,,13,2014
DONEGAL,PETTIGO,1,,,,,,1,2014
DONEGAL,BUNCRANA,41,7,1,1,,,50,2014
DONEGAL,BURNFOOT,4,1,,,,,5,2014
DONEGAL,CARNDONAGH,6,1,,,,,7,2014
DONEGAL,CLONMANY,1,,,,,,1,2014
DONEGAL,MOVILLE,4,1,,,,,5,2014
DONEGAL,MUFF,2,1,,,,,3,2014
DONEGAL,BALLYBOFEY,22,3,,,,,25,2014
DONEGAL,CARRIGANS,4,,,,,,4,2014
DONEGAL,CASTLEFIN,2,1,,,,,3,2014
DONEGAL,CONVOY,2,1,,,,,3,2014
DONEGAL,LETTERKENNY,77,12,5,1,1,,96,2014
DONEGAL,LIFFORD,12,2,,,,,14,2014
DONEGAL,NEWTOWNCUNNINGHAM,2,,,,,,2,2014
DONEGAL,RAPHOE,2,1,,,,,3,2014
DONEGAL,AILT AN CHORRAIN,1,,,,,,1,2014
DONEGAL,AN BUN BEAG,13,2,,,,,15,2014
DONEGAL,AN CLOCHAN LIATH,5,1,,,,,6,2014
DONEGAL,AN CRAOSLACH,1,,,,,,1,2014
DONEGAL,AN FAL CARRACH,7,1,,,,,8,2014
DONEGAL,CARRAIG AIRT,2,,,,,,2,2014
DONEGAL,DUN FIONNACHAID,2,,,,,,2,2014
DONEGAL,KERRYKEEL,2,,,,,,2,2014
DONEGAL,KILMACRENNAN,1,,,,,,1,2014
DONEGAL,MILFORD,24,3,,,,,27,2014
DONEGAL,RAMELTON,2,,,,,,2,2014
DONEGAL,RATHMULLEN,1,,,,,,1,2014
GALWAY,AHASCRAGH,1,,,,,,1,2014
GALWAY,BALLINASLOE,32,7,1,1,,,41,2014
GALWAY,BALLYGAR,2,,,,,,2,2014
GALWAY,CREGGS,1,,,,,,1,2014
GALWAY,KILCONNELL,1,,,,,,1,2014
GALWAY,MOUNT BELLEW,6,2,,,,,8,2014
GALWAY,MOYLOUGH,1,,,,,,1,2014
GALWAY,AN MAM,3,,,,,,3,2014
GALWAY,CARNA,1,1,,,,,2,2014
GALWAY,CLIFDEN,22,4,,,,,26,2014
GALWAY,CLOCH NA RON,1,,,,,,1,2014
GALWAY,LETTERFRACK,1,,,,,,1,2014
GALWAY,SRAITH SALACH,1,,,,,,1,2014
GALWAY,ATHENRY,5,1,,,,,6,2014
GALWAY,GAILLIMH,165,28,7,2,1,1,204,2014
GALWAY,LOUGH GEORGE,1,1,,,,,2,2014
GALWAY,MONIVEA,1,,,,,,1,2014
GALWAY,ORAN MOR,38,5,,,,,43,2014
GALWAY,CRAUGHWELL,4,,,,,,4,2014
GALWAY,EYRECOURT,1,,,,,,1,2014
GALWAY,GORT,26,3,,,,,29,2014
GALWAY,KILLIMOR,1,,,,,,1,2014
GALWAY,KILRICKLE,1,,,,,,1,2014
GALWAY,KINVARA,1,1,,,,,2,2014
GALWAY,LOUGHREA,27,5,1,1,,,34,2014
GALWAY,PORTUMNA,6,2,,,,,8,2014
GALWAY,WOODFORD,1,,,,,,1,2014
GALWAY,AN CHEATHRU RUA,4,1,,,,,5,2014
GALWAY,AN SPIDEAL,2,,,,,,2,2014
GALWAY,CILL RONAIN,3,1,,,,,4,2014
GALWAY,INDREABHAN,1,,,,,,1,2014
GALWAY,MAIGH CUILINN,2,,,,,,2,2014
GALWAY,ROS MUC,1,,,,,,1,2014
GALWAY,SALTHILL,44,8,1,1,,,54,2014
GALWAY,UACHTARARD,3,1,,,,,4,2014
GALWAY,BARNADERG,1,,,,,,1,2014
GALWAY,COROFIN,1,1,,,,,2,2014
GALWAY,DUNMORE,5,2,,,,,7,2014
GALWAY,GLENAMADDY,1,,,,,,1,2014
GALWAY,HEADFORD,2,,,,,,2,2014
GALWAY,TUAM,47,8,1,1,,,57,2014
GALWAY,WILLIAMSTOWN,1,,,,,,1,2014
KERRY,CAHERCIVEEN,13,2,,,,,15,2014
KERRY,GLENBEIGH,1,,,,,,1,2014
KERRY,KENMARE,10,1,,,,,11,2014
KERRY,KILLARNEY,47,7,1,1,,,56,2014
KERRY,KILLORGLIN,10,2,,,,,12,2014
KERRY,PORTMAGEE,1,,,,,,1,2014
KERRY,SNEEM,1,,,,,,1,2014
KERRY,WATERVILLE,1,,,,,,1,2014
KERRY,BALLYBUNION,6,1,,,,,7,2014
KERRY,BALLYDUFF,1,,,,,,1,2014
KERRY,BALLYHEIGUE,1,,,,,,1,2014
KERRY,KNOCKNAGOSHALL,1,,,,,,1,2014
KERRY,LISTOWEL,32,8,1,,,,41,2014
KERRY,LIXNAW,1,,,,,,1,2014
KERRY,TARBERT,2,,,,,,2,2014
KERRY,AN DAINGEAN,7,2,,,,,9,2014
KERRY,ANNASCAUL,1,,,,,,1,2014
KERRY,ARDFERT,1,,,,,,1,2014
KERRY,BAILE AN FHEIRTEARAIG,1,,,,,,1,2014
KERRY,CASTLEGREGORY,2,,,,,,2,2014
KERRY,CASTLEISLAND,25,5,1,,,,31,2014
KERRY,CASTLEMAINE,1,,,,,,1,2014
KERRY,FARRANFORE,2,,,,,,2,2014
KERRY,TRALEE,70,16,2,1,1,,90,2014
KILDARE,ATHY,26,3,1,,,,30,2014
KILDARE,CASTLEDERMOT,3,1,,,,,4,2014
KILDARE,KILDARE,20,8,1,1,,,30,2014
KILDARE,MONASTEREVIN,3,1,,,,,4,2014
KILDARE,NEWBRIDGE,41,6,,,,,47,2014
KILDARE,RATHANGAN,3,,,,,,3,2014
KILDARE,CARBURY,4,1,,,,,5,2014
KILDARE,CELBRIDGE,11,2,,,,,13,2014
KILDARE,KILCOCK,8,1,,,,,9,2014
KILDARE,LEIXLIP,28,4,1,1,,,34,2014
KILDARE,MAYNOOTH,12,1,,,,,13,2014
KILDARE,CLANE,6,1,,,,,7,2014
KILDARE,KILCULLEN,3,1,,,,,4,2014
KILDARE,NAAS,78,15,2,1,,,96,2014
KILDARE,ROBERTSTOWN,2,,,,,,2,2014
KILKENNY/CARLOW,BALLON,1,,,,,,1,2014
KILKENNY/CARLOW,BORRIS,2,,,,,,2,2014
KILKENNY/CARLOW,CARLOW,58,10,1,1,,,70,2014
KILKENNY/CARLOW,HACKETSTOWN,1,,,,,,1,2014
KILKENNY/CARLOW,MUINEBHEAG,10,2,,,,,12,2014
KILKENNY/CARLOW,MYSHALL,1,,,,,,1,2014
KILKENNY/CARLOW,RATHVILLY,1,,,,,,1,2014
KILKENNY/CARLOW,TULLOW,13,2,,,,,15,2014
KILKENNY/CARLOW,CALLAN,5,1,,,,,6,2014
KILKENNY/CARLOW,CASTLECOMER,9,3,,,,,12,2014
KILKENNY/CARLOW,FRESHFORD,1,,,,,,1,2014
KILKENNY/CARLOW,KILKENNY,75,15,4,2,,1,97,2014
KILKENNY/CARLOW,URLINGFORD,2,,,,,,2,2014
KILKENNY/CARLOW,BENNETSBRIDGE,1,,,,,,1,2014
KILKENNY/CARLOW,GLENMORE,1,,,,,,1,2014
KILKENNY/CARLOW,GORESBRIDGE,2,,,,,,2,2014
KILKENNY/CARLOW,GRAIGUENAMANAGH,4,,,,,,4,2014
KILKENNY/CARLOW,KILMACOW,1,,,,,,1,2014
KILKENNY/CARLOW,KILMOGANNY,1,,,,,,1,2014
KILKENNY/CARLOW,MOONCOIN,10,2,,,,,12,2014
KILKENNY/CARLOW,MULLINAVAT,2,,,,,,2,2014
KILKENNY/CARLOW,PILTOWN,1,,,,,,1,2014
KILKENNY/CARLOW,THOMASTOWN,27,4,1,1,,,33,2014
LAOIS / OFFALY,BANAGHER,4,1,,,,,5,2014
LAOIS / OFFALY,BIRR,21,4,,1,,,26,2014
LAOIS / OFFALY,CLOGHAN,1,,,,,,1,2014
LAOIS / OFFALY,FERBANE,4,1,,,,,5,2014
LAOIS / OFFALY,KILCORMAC,2,,,,,,2,2014
LAOIS / OFFALY,KINNITTY,1,,,,,,1,2014
LAOIS / OFFALY,ABBEYLEIX,16,3,,,,,19,2014
LAOIS / OFFALY,ARLES,2,,,,,,2,2014
LAOIS / OFFALY,BALLYLINAN,2,,,,,,2,2014
LAOIS / OFFALY,BORRIS-IN-OSSORY,1,,,,,,1,2014
LAOIS / OFFALY,CLONASLEE,1,,,,,,1,2014
LAOIS / OFFALY,DURROW,1,,,,,,1,2014
LAOIS / OFFALY,MOUNTMELLICK,5,1,,,,,6,2014
LAOIS / OFFALY,MOUNTRATH,2,1,,,,,3,2014
LAOIS / OFFALY,PORTARLINGTON,10,2,,,,,12,2014
LAOIS / OFFALY,PORTLAOISE,73,18,4,1,1,,97,2014
LAOIS / OFFALY,RATHDOWNEY,3,,,,,,3,2014
LAOIS / OFFALY,STRADBALLY,2,,,,,,2,2014
LAOIS / OFFALY,CLARA,4,,,,,,4,2014
LAOIS / OFFALY,DAINGEAN,2,,,,,,2,2014
LAOIS / OFFALY,EDENDERRY,12,3,,,,,15,2014
LAOIS / OFFALY,RHODE,1,,,,,,1,2014
LAOIS / OFFALY,TULLAMORE,52,10,2,1,,,65,2014
LIMERICK,BALLYLANDERS,1,,,,,,1,2014
LIMERICK,BRUFF,23,4,,,,,27,2014
LIMERICK,BRUREE,1,,,,,,1,2014
LIMERICK,CAPPAMORE,2,1,,,,,3,2014
LIMERICK,HOSPITAL,2,,,,,,2,2014
LIMERICK,KILMALLOCK,5,1,,,,,6,2014
LIMERICK,MURROE,2,,,,,,2,2014
LIMERICK,pallasgreen,2,,,,,,2,2014
LIMERICK,ARDNACRUSHA,3,,,,,,3,2014
LIMERICK,CASTLECONNELL,3,1,,,,,4,2014
LIMERICK,HENRY STREET,193,35,4,2,1,,235,2014
LIMERICK,MAYORSTONE PARK,62,9,1,,,,72,2014
LIMERICK,ABBEYFEALE,7,1,,,,,8,2014
LIMERICK,ADARE,2,,,,,,2,2014
LIMERICK,ASKEATON,10,1,,,,,11,2014
LIMERICK,ATHEA,1,,,,,,1,2014
LIMERICK,BALLINGARRY,1,,,,,,1,2014
LIMERICK,CROOM,3,,,,,,3,2014
LIMERICK,DRUMCOLLOGHER,2,,,,,,2,2014
LIMERICK,FOYNES,2,,,,,,2,2014
LIMERICK,NEWCASTLE WEST,30,5,1,1,,,37,2014
LIMERICK,PALLASKENRY,1,,,,,,1,2014
LIMERICK,RATHKEALE,8,2,,,,,10,2014
LIMERICK,BALLYNEETY,2,,,,,,2,2014
LIMERICK,CAHERCONLISH,1,,,,,,1,2014
LIMERICK,PATRICKSWELL,2,,,,,,2,2014
LIMERICK,ROXBORO ROAD,105,15,3,1,,,124,2014
LOUTH,ARDEE,20,5,1,1,,,27,2014
LOUTH,CASTLEBELLINGHAM,1,1,,,,,2,2014
LOUTH,COLLON,4,1,,,,,5,2014
LOUTH,LOUTH,1,,,,,,1,2014
LOUTH,CLOUGHERHEAD,3,1,,,,,4,2014
LOUTH,DROGHEDA,74,14,2,1,1,,92,2014
LOUTH,DUNLEER,4,1,,,,,5,2014
LOUTH,BLACKROCK,3,1,,,,,4,2014
LOUTH,CARLINGFORD,5,1,,,,,6,2014
LOUTH,DRUMAD,6,1,,,,,7,2014
LOUTH,DUNDALK,93,20,5,1,,,119,2014
LOUTH,HACKBALLSCROSS,4,1,,,,,5,2014
LOUTH,OMEATH,4,,,,,,4,2014
MAYO,BALLINA,37,5,1,1,,,44,2014
MAYO,BONNICONLON,1,,,,,,1,2014
MAYO,CROSSMOLINA,4,1,,,,,5,2014
MAYO,FOXFORD,2,1,,,,,3,2014
MAYO,KILLALA,2,,,,,,2,2014
MAYO,BALLYCROY,1,,,,,,1,2014
MAYO,BANGOR ERRIS,3,,,,,,3,2014
MAYO,BEAL AN MHUIRTHEAD,22,3,,1,,,26,2014
MAYO,GLEANN NA MUAIDHE,1,,,,,,1,2014
MAYO,BALLA,2,,,,,,2,2014
MAYO,CASTLEBAR,56,15,2,1,1,,75,2014
MAYO,PARTRY,2,,,,,,2,2014
MAYO,BALLINDINE,1,,,,,,1,2014
MAYO,BALLINROBE,5,2,,,,,7,2014
MAYO,BALLYHAUNIS,8,2,,,,,10,2014
MAYO,CHARLESTOWN,4,1,,,,,5,2014
MAYO,CLAREMORRIS,30,6,1,1,,,38,2014
MAYO,CONG,1,,,,,,1,2014
MAYO,KILKELLY,5,,,,,,5,2014
MAYO,KILMAINE,1,,,,,,1,2014
MAYO,KILTIMAGH,,1,,,,,1,2014
MAYO,KNOCK,1,,,,,,1,2014
MAYO,SHRULE,1,,,,,,1,2014
MAYO,SWINFORD,23,2,,,,,25,2014
MAYO,ACHILL SOUND,2,1,,,,,3,2014
MAYO,KEEL,1,,,,,,1,2014
MAYO,LOUISBURGH,1,1,,,,,2,2014
MAYO,NEWPORT,2,,,,,,2,2014
MAYO,WESTPORT,25,4,,,,,29,2014
MEATH,ASHBOURNE,36,7,1,1,,,45,2014
MEATH,DULEEK,4,,,,,,4,2014
MEATH,DUNBOYNE,14,2,,,,,16,2014
MEATH,DUNSHAUGHLIN,16,3,,,,,19,2014
MEATH,LAYTOWN,19,4,,,,,23,2014
MEATH,BAILE ATHA BUI,4,,,,,,4,2014
MEATH,KELLS,34,8,,1,,,43,2014
MEATH,OLDCASTLE,2,,,,,,2,2014
MEATH,NAVAN,58,11,3,1,1,,74,2014
MEATH,NOBBER,3,1,,,,,4,2014
MEATH,SLANE,3,,,,,,3,2014
MEATH,BALLIVOR,2,,,,,,2,2014
MEATH,ENFIELD,4,,,,,,4,2014
MEATH,LONGWOOD,1,,,,,,1,2014
MEATH,SUMMERHILL,2,1,,,,,3,2014
MEATH,TRIM,26,7,,1,,,34,2014
ROSCOMMON / LONGFORD,BALLAGHADERREEN,7,1,,,,,8,2014
ROSCOMMON / LONGFORD,BALLINLOUGH,2,,,,,,2,2014
ROSCOMMON / LONGFORD,BOYLE,21,5,,,,,26,2014
ROSCOMMON / LONGFORD,CASTLEREA,25,7,1,1,,,34,2014
ROSCOMMON / LONGFORD,ELPHIN,1,,,,,,1,2014
ROSCOMMON / LONGFORD,FRENCHPARK,1,,,,,,1,2014
ROSCOMMON / LONGFORD,KEADUE,1,,,,,,1,2014
ROSCOMMON / LONGFORD,ROOSKY,3,1,,,,,4,2014
ROSCOMMON / LONGFORD,STROKESTOWN,4,2,,,,,6,2014
ROSCOMMON / LONGFORD,TULSK,1,,,,,,1,2014
ROSCOMMON / LONGFORD,DRUMLISH,2,,,,,,2,2014
ROSCOMMON / LONGFORD,EDGEWORTHSTOWN,8,2,,,,,10,2014
ROSCOMMON / LONGFORD,GRANARD,21,6,,1,,,28,2014
ROSCOMMON / LONGFORD,SMEAR,1,,,,,,1,2014
ROSCOMMON / LONGFORD,BALLYMAHON,6,1,,,,,7,2014
ROSCOMMON / LONGFORD,KENAGH,1,,,,,,1,2014
ROSCOMMON / LONGFORD,LANESBORO,6,2,,,,,8,2014
ROSCOMMON / LONGFORD,LONGFORD,51,10,1,,,,62,2014
ROSCOMMON / LONGFORD,ATHLEAGUE,1,,,,,,1,2014
ROSCOMMON / LONGFORD,CLONARK,5,1,,,,,6,2014
ROSCOMMON / LONGFORD,ROSCOMMON,58,12,2,1,1,,74,2014
ROSCOMMON / LONGFORD,TAUGHMACONNELL,1,,,,,,1,2014
SLIGO / LEITRIM,BALLYMOTE,23,3,,,,,26,2014
SLIGO / LEITRIM,ENNISCRONE,7,1,,,,,8,2014
SLIGO / LEITRIM,GURTEEN,1,1,,,,,2,2014
SLIGO / LEITRIM,RIVERSTOWN,2,1,,,,,3,2014
SLIGO / LEITRIM,TUBBERCURRY,6,1,,,,,7,2014
SLIGO / LEITRIM,BALLINAMORE,6,1,,,,,7,2014
SLIGO / LEITRIM,CARRICK-ON-SHANNON,38,9,1,1,,,49,2014
SLIGO / LEITRIM,CARRIGALLEN,2,,,,,,2,2014
SLIGO / LEITRIM,DRUMSHAMBO,5,2,,,,,7,2014
SLIGO / LEITRIM,KINLOUGH,4,1,,,,,5,2014
SLIGO / LEITRIM,MANORHAMILTON,20,3,,,,,23,2014
SLIGO / LEITRIM,MOHILL,5,1,,,,,6,2014
SLIGO / LEITRIM,COLLOONEY,4,1,,,,,5,2014
SLIGO / LEITRIM,GRANGE,5,1,,,,,6,2014
SLIGO / LEITRIM,ROSSES POINT,,1,,,,,1,2014
SLIGO / LEITRIM,SKREEN,1,,,,,,1,2014
SLIGO / LEITRIM,SLIGO,110,20,5,1,1,1,138,2014
TIPPERARY,ARDFINNAN,1,,,,,,1,2014
TIPPERARY,BALLYPOREEN,1,,,,,,1,2014
TIPPERARY,CAHIR,43,7,1,,,,51,2014
TIPPERARY,CASHEL,10,2,,,,,12,2014
TIPPERARY,CLOGHEEN,1,,,,,,1,2014
TIPPERARY,CARRICK-ON-SUIR,14,1,,,,,15,2014
TIPPERARY,CLONMEL,43,9,1,1,,,54,2014
TIPPERARY,FETHARD,1,,,,,,1,2014
TIPPERARY,KILSHEELAN,1,,,,,,1,2014
TIPPERARY,MULLINAHONE,1,,,,,,1,2014
TIPPERARY,BORRISOKANE,3,2,,,,,5,2014
TIPPERARY,CLOUGHJORDAN,1,,,,,,1,2014
TIPPERARY,LORRHA,1,,,,,,1,2014
TIPPERARY,MONEYGALL,1,,,,,,1,2014
TIPPERARY,NENAGH,32,6,1,1,,,40,2014
TIPPERARY,NEWPORT,10,1,,,,,11,2014
TIPPERARY,PORTROE,1,,,,,,1,2014
TIPPERARY,ROSCREA,17,2,,,,,19,2014
TIPPERARY,TOOMEVARA,1,,,,,,1,2014
TIPPERARY,BALLINGARRY SOUTH,1,,,,,,1,2014
