Divisions,Station,Garda,Sergt,Insp,Superintendent,chief_superintendent,Assistant_Commissioner,Grand Total,Year
CORK WEST,DUNMANWAY,9,1,,,,,10,2015
CORK WEST,ROSSCARBERY,1,,,,,,1,2015
CORK WEST,SKIBBEREEN,11,2,,,,,13,2015
CORK WEST,BAILE BHUIRNE,1,1,,,,,2,2015
CORK WEST,BEAL ATHA AN GHAORTHA,2,,,,,,2,2015
CORK WEST,BOHERBUE,1,,,,,,1,2015
CORK WEST,COACHFORD,1,,,,,,1,2015
CORK WEST,CROOKSTOWN,7,3,,,,,10,2015
CORK WEST,MACROOM,30,4,,1,,,35,2015
CORK WEST,MILLSTREET,11,2,,,,,13,2015
CORK WEST,RATHMORE,1,,,,,,1,2015
CORK WEST,STUAKE,1,,,,,,1,2015
CORK WEST,TARELTON,1,,,,,,1,2015
D.M.R. EAST,BLACKROCK,76,11,1,1,,,89,2015
D.M.R. EAST,DUNDRUM,76,8,1,,,,85,2015
D.M.R. EAST,CABINTEELY,32,4,1,,,,37,2015
D.M.R. EAST,DUN LAOGHAIRE,84,17,2,2,,,105,2015
D.M.R. EAST,SHANKILL,51,10,,,,,61,2015
D.M.R. NORTH,BALBRIGGAN,50,10,3,1,,,64,2015
D.M.R. NORTH,GARRISTOWN,2,,,,,,2,2015
D.M.R. NORTH,LUSK,9,1,,,,,10,2015
D.M.R. NORTH,SKERRIES,8,1,,,,,9,2015
D.M.R. NORTH,BALLYMUN,97,19,4,3,1,,124,2015
D.M.R. NORTH,DUBLIN AIRPORT,19,2,,,,,21,2015
D.M.R. NORTH,SANTRY,72,10,,,,,82,2015
D.M.R. NORTH,COOLOCK,87,13,2,1,,,103,2015
D.M.R. NORTH,MALAHIDE,27,2,,,,,29,2015
D.M.R. NORTH,SWORDS,54,10,1,,,,65,2015
D.M.R. NORTH,CLONTARF,59,6,,,,,65,2015
D.M.R. NORTH,HOWTH,24,3,,,,,27,2015
D.M.R. NORTH,RAHENY,56,9,1,1,,,67,2015
D.M.R. NORTH CENTRAL,BRIDEWELL,119,35,4,1,,,159,2015
D.M.R. NORTH CENTRAL,MOUNTJOY,165,17,4,1,,,187,2015
D.M.R. NORTH CENTRAL,IMMIGRATION D/DOCKS,3,,,,,,3,2015
D.M.R. NORTH CENTRAL,STORE STREET,201,33,4,2,1,,241,2015
D.M.R. SOUTH,CRUMLIN,69,17,4,2,1,,93,2015
D.M.R. SOUTH,SUNDRIVE ROAD,57,7,,,,,64,2015
D.M.R. SOUTH,RATHFARNHAM,60,8,1,,,,69,2015
D.M.R. SOUTH,TALLAGHT,150,21,4,1,,,176,2015
D.M.R. SOUTH,RATHMINES,47,6,,,,,53,2015
D.M.R. SOUTH,TERENURE,70,12,3,1,,,86,2015
D.M.R. SOUTH CENTRAL,DONNYBROOK,94,11,2,1,,,108,2015
D.M.R. SOUTH CENTRAL,IRISHTOWN,40,6,1,,,,47,2015
D.M.R. SOUTH CENTRAL,KEVIN STREET,99,14,3,1,,,117,2015
D.M.R. SOUTH CENTRAL,KILMAINHAM,62,13,,,,,75,2015
D.M.R. SOUTH CENTRAL,PEARSE STREET,237,35,5,2,1,,280,2015
D.M.R. WEST,BLANCHARDSTOWN,127,20,4,2,1,,154,2015
D.M.R. WEST,CABRA,60,6,1,,,,67,2015
D.M.R. WEST,FINGLAS,92,12,2,,,,106,2015
D.M.R. WEST,BALLYFERMOT,74,11,1,,,,86,2015
D.M.R. WEST,CLONDALKIN,76,8,2,1,,,87,2015
D.M.R. WEST,RATHCOOLE,20,1,,,,,21,2015
D.M.R. WEST,LUCAN,60,9,3,1,,,73,2015
D.M.R. WEST,RONANSTOWN,80,13,1,,,,94,2015
DONEGAL,AN CHARRAIG,1,,,,,,1,2015
DONEGAL,ARD AN RATHA,2,,,,,,2,2015
DONEGAL,BALLINTRA,1,,,,,,1,2015
DONEGAL,BALLYSHANNON,31,5,1,2,,,39,2015
DONEGAL,BUNDORAN,6,1,,,,,7,2015
DONEGAL,DONEGAL TOWN,23,5,,,,,28,2015
DONEGAL,MOUNTCHARLES,1,,,,,,1,2015
DONEGAL,NA CEALLA BEAGA,5,1,,,,,6,2015
DONEGAL,NA GLEANNTA,11,1,,,,,12,2015
DONEGAL,PETTIGO,1,,,,,,1,2015
DONEGAL,BUNCRANA,39,6,1,1,,,47,2015
DONEGAL,BURNFOOT,3,1,,,,,4,2015
DONEGAL,CARNDONAGH,7,1,,,,,8,2015
DONEGAL,CLONMANY,1,,,,,,1,2015
DONEGAL,MOVILLE,4,1,,,,,5,2015
DONEGAL,MUFF,2,1,,,,,3,2015
DONEGAL,BALLYBOFEY,23,2,,,,,25,2015
DONEGAL,CARRIGANS,4,,,,,,4,2015
DONEGAL,CASTLEFIN,3,1,,,,,4,2015
DONEGAL,CONVOY,2,1,,,,,3,2015
DONEGAL,LETTERKENNY,85,13,3,1,1,,103,2015
DONEGAL,LIFFORD,12,2,,,,,14,2015
DONEGAL,NEWTOWNCUNNINGHAM,2,,,,,,2,2015
DONEGAL,RAPHOE,1,1,,,,,2,2015
DONEGAL,AN BUN BEAG,13,2,,,,,15,2015
DONEGAL,AN CLOCHAN LIATH,6,1,,,,,7,2015
DONEGAL,AN CRAOSLACH,1,,,,,,1,2015
DONEGAL,AN FAL CARRACH,7,1,,,,,8,2015
DONEGAL,CARRAIG AIRT,2,,,,,,2,2015
DONEGAL,DUN FIONNACHAID,2,,,,,,2,2015
DONEGAL,KERRYKEEL,2,,,,,,2,2015
DONEGAL,KILMACRENNAN,1,,,,,,1,2015
DONEGAL,MILFORD,24,3,,1,,,28,2015
DONEGAL,RAMELTON,2,,,,,,2,2015
DONEGAL,RATHMULLEN,1,,,,,,1,2015
GALWAY,AHASCRAGH,1,,,,,,1,2015
GALWAY,BALLINASLOE,32,7,1,,,,40,2015
GALWAY,BALLYGAR,1,,,,,,1,2015
GALWAY,CREGGS,1,,,,,,1,2015
GALWAY,KILCONNELL,1,,,,,,1,2015
GALWAY,MOUNT BELLEW,6,1,,,,,7,2015
GALWAY,MOYLOUGH,1,,,,,,1,2015
GALWAY,AN MAM,3,,,,,,3,2015
GALWAY,CARNA,1,1,,,,,2,2015
GALWAY,CLIFDEN,22,4,,,,,26,2015
GALWAY,CLOCH NA RON,1,,,,,,1,2015
GALWAY,LETTERFRACK,1,,,,,,1,2015
GALWAY,SRAITH SALACH,1,,,,,,1,2015
GALWAY,ATHENRY,4,1,,,,,5,2015
GALWAY,GAILLIMH,172,28,7,4,1,,212,2015
GALWAY,LOUGH GEORGE,1,1,,,,,2,2015
GALWAY,MONIVEA,1,,,,,,1,2015
GALWAY,ORAN MOR,36,5,,,,,41,2015
GALWAY,CRAUGHWELL,4,,,,,,4,2015
GALWAY,EYRECOURT,1,,,,,,1,2015
GALWAY,GORT,25,3,,,,,28,2015
GALWAY,KILLIMOR,1,,,,,,1,2015
GALWAY,KILRICKLE,1,,,,,,1,2015
GALWAY,KINVARA,1,1,,,,,2,2015
GALWAY,LOUGHREA,26,5,1,1,,,33,2015
GALWAY,PORTUMNA,5,2,,,,,7,2015
GALWAY,WOODFORD,1,,,,,,1,2015
GALWAY,AN CHEATHRU RUA,4,1,,,,,5,2015
GALWAY,AN SPIDEAL,2,,,,,,2,2015
GALWAY,CILL RONAIN,3,1,,,,,4,2015
GALWAY,INDREABHAN,1,,,,,,1,2015
GALWAY,LEITIR MOIR,1,,,,,,1,2015
GALWAY,MAIGH CUILINN,1,,,,,,1,2015
GALWAY,ROS MUC,1,,,,,,1,2015
GALWAY,SALTHILL,43,7,,1,,,51,2015
GALWAY,UACHTARARD,2,1,,,,,3,2015
GALWAY,BARNADERG,1,,,,,,1,2015
GALWAY,COROFIN,,1,,,,,1,2015
GALWAY,DUNMORE,5,1,,,,,6,2015
GALWAY,GLENAMADDY,1,,,,,,1,2015
GALWAY,HEADFORD,2,,,,,,2,2015
GALWAY,TUAM,46,7,1,,,,54,2015
GALWAY,WILLIAMSTOWN,1,,,,,,1,2015
KERRY,CAHERCIVEEN,16,1,,,,,17,2015
KERRY,GLENBEIGH,1,,,,,,1,2015
KERRY,KENMARE,10,1,,,,,11,2015
KERRY,KILLARNEY,47,7,1,1,,,56,2015
KERRY,KILLORGLIN,10,2,,,,,12,2015
KERRY,PORTMAGEE,1,,,,,,1,2015
KERRY,SNEEM,1,,,,,,1,2015
KERRY,WATERVILLE,1,,,,,,1,2015
KERRY,BALLYBUNION,6,1,,,,,7,2015
KERRY,BALLYDUFF,1,,,,,,1,2015
KERRY,BALLYHEIGUE,1,,,,,,1,2015
KERRY,KNOCKNAGOSHALL,1,,,,,,1,2015
KERRY,LISTOWEL,30,7,,1,,,38,2015
KERRY,LIXNAW,1,,,,,,1,2015
KERRY,TARBERT,2,,,,,,2,2015
KERRY,AN DAINGEAN,7,2,,,,,9,2015
KERRY,ANNASCAUL,1,,,,,,1,2015
KERRY,ARDFERT,2,,,,,,2,2015
KERRY,BAILE AN FHEIRTEARAIG,1,,,,,,1,2015
KERRY,CASTLEGREGORY,2,,,,,,2,2015
KERRY,CASTLEISLAND,26,5,1,,,,32,2015
KERRY,CASTLEMAINE,1,,,,,,1,2015
KERRY,FARRANFORE,2,,,,,,2,2015
KERRY,TRALEE,79,17,1,1,1,,99,2015
KILDARE,ATHY,24,4,1,,,,29,2015
KILDARE,CASTLEDERMOT,3,,,,,,3,2015
KILDARE,KILDARE,21,8,1,1,,,31,2015
KILDARE,MONASTEREVIN,3,1,,,,,4,2015
KILDARE,NEWBRIDGE,44,5,,,,,49,2015
KILDARE,RATHANGAN,3,,,,,,3,2015
KILDARE,CARBURY,6,2,,,,,8,2015
KILDARE,CELBRIDGE,11,1,,,,,12,2015
KILDARE,KILCOCK,8,1,,,,,9,2015
KILDARE,LEIXLIP,32,3,1,1,,,37,2015
KILDARE,MAYNOOTH,12,1,,,,,13,2015
KILDARE,CLANE,6,1,,,,,7,2015
KILDARE,KILCULLEN,3,,,,,,3,2015
KILDARE,NAAS,81,16,2,1,1,,101,2015
KILDARE,ROBERTSTOWN,3,,,,,,3,2015
KILKENNY/CARLOW,BALLON,1,,,,,,1,2015
KILKENNY/CARLOW,BORRIS,2,,,,,,2,2015
KILKENNY/CARLOW,CARLOW,64,10,1,1,,,76,2015
KILKENNY/CARLOW,HACKETSTOWN,1,,,,,,1,2015
KILKENNY/CARLOW,MUINEBHEAG,7,2,,,,,9,2015
KILKENNY/CARLOW,MYSHALL,1,,,,,,1,2015
KILKENNY/CARLOW,RATHVILLY,1,,,,,,1,2015
KILKENNY/CARLOW,TULLOW,13,2,,,,,15,2015
KILKENNY/CARLOW,CALLAN,5,,,,,,5,2015
KILKENNY/CARLOW,CASTLECOMER,8,3,,,,,11,2015
KILKENNY/CARLOW,FRESHFORD,1,,,,,,1,2015
KILKENNY/CARLOW,KILKENNY,81,15,4,3,1,1,105,2015
KILKENNY/CARLOW,URLINGFORD,2,,,,,,2,2015
KILKENNY/CARLOW,BENNETSBRIDGE,1,,,,,,1,2015
KILKENNY/CARLOW,GLENMORE,1,,,,,,1,2015
KILKENNY/CARLOW,GORESBRIDGE,2,,,,,,2,2015
KILKENNY/CARLOW,GRAIGUENAMANAGH,4,,,,,,4,2015
KILKENNY/CARLOW,KILMACOW,1,,,,,,1,2015
KILKENNY/CARLOW,KILMOGANNY,1,,,,,,1,2015
KILKENNY/CARLOW,MOONCOIN,9,2,,,,,11,2015
KILKENNY/CARLOW,MULLINAVAT,2,,,,,,2,2015
KILKENNY/CARLOW,PILTOWN,1,,,,,,1,2015
KILKENNY/CARLOW,THOMASTOWN,26,4,,,,,30,2015
LAOIS / OFFALY,BANAGHER,4,1,,,,,5,2015
LAOIS / OFFALY,BIRR,22,4,,1,,,27,2015
LAOIS / OFFALY,CLOGHAN,1,,,,,,1,2015
LAOIS / OFFALY,FERBANE,4,1,,,,,5,2015
LAOIS / OFFALY,KILCORMAC,2,,,,,,2,2015
LAOIS / OFFALY,KINNITTY,1,,,,,,1,2015
LAOIS / OFFALY,ABBEYLEIX,15,4,,,,,19,2015
LAOIS / OFFALY,ARLES,2,,,,,,2,2015
LAOIS / OFFALY,BALLYLINAN,2,,,,,,2,2015
LAOIS / OFFALY,BORRIS-IN-OSSORY,1,,,,,,1,2015
LAOIS / OFFALY,CLONASLEE,1,,,,,,1,2015
LAOIS / OFFALY,DURROW,1,,,,,,1,2015
LAOIS / OFFALY,MOUNTMELLICK,5,1,,,,,6,2015
LAOIS / OFFALY,MOUNTRATH,2,1,,,,,3,2015
LAOIS / OFFALY,PORTARLINGTON,10,2,,,,,12,2015
LAOIS / OFFALY,PORTLAOISE,79,15,3,1,1,,99,2015
LAOIS / OFFALY,RATHDOWNEY,3,,,,,,3,2015
LAOIS / OFFALY,STRADBALLY,2,,,,,,2,2015
LAOIS / OFFALY,CLARA,3,,,,,,3,2015
LAOIS / OFFALY,DAINGEAN,2,,,,,,2,2015
LAOIS / OFFALY,EDENDERRY,10,2,,,,,12,2015
LAOIS / OFFALY,RHODE,1,,,,,,1,2015
LAOIS / OFFALY,TULLAMORE,56,9,2,1,,,68,2015
LIMERICK,BALLYLANDERS,1,,,,,,1,2015
LIMERICK,BRUFF,24,4,,,,,28,2015
LIMERICK,BRUREE,1,,,,,,1,2015
LIMERICK,CAPPAMORE,2,1,,,,,3,2015
LIMERICK,HOSPITAL,2,,,,,,2,2015
LIMERICK,KILMALLOCK,5,1,,,,,6,2015
LIMERICK,MURROE,2,,,,,,2,2015
LIMERICK,pallasgreen,1,,,,,,1,2015
LIMERICK,ARDNACRUSHA,3,,,,,,3,2015
LIMERICK,CASTLECONNELL,3,1,,,,,4,2015
LIMERICK,HENRY STREET,193,33,4,2,1,,233,2015
LIMERICK,MAYORSTONE PARK,61,9,1,,,,71,2015
LIMERICK,ABBEYFEALE,7,1,,,,,8,2015
LIMERICK,ADARE,2,,,,,,2,2015
LIMERICK,ASKEATON,9,1,,,,,10,2015
LIMERICK,ATHEA,1,,,,,,1,2015
LIMERICK,CROOM,3,,,,,,3,2015
LIMERICK,DRUMCOLLOGHER,2,,,,,,2,2015
LIMERICK,FOYNES,2,,,,,,2,2015
LIMERICK,NEWCASTLE WEST,29,5,1,1,,,36,2015
LIMERICK,PALLASKENRY,1,,,,,,1,2015
LIMERICK,RATHKEALE,8,2,,,,,10,2015
LIMERICK,BALLYNEETY,2,,,,,,2,2015
LIMERICK,CAHERCONLISH,2,,,,,,2,2015
LIMERICK,PATRICKSWELL,2,,,,,,2,2015
LIMERICK,ROXBORO ROAD,100,15,2,1,,,118,2015
LOUTH,ARDEE,21,3,1,1,,,26,2015
LOUTH,CASTLEBELLINGHAM,1,1,,,,,2,2015
LOUTH,COLLON,4,1,,,,,5,2015
LOUTH,LOUTH,1,,,,,,1,2015
LOUTH,CLOUGHERHEAD,2,1,,,,,3,2015
LOUTH,DROGHEDA,79,14,2,1,1,,97,2015
LOUTH,DUNLEER,5,1,,,,,6,2015
LOUTH,BLACKROCK,2,1,,,,,3,2015
LOUTH,CARLINGFORD,5,1,,,,,6,2015
LOUTH,DRUMAD,6,1,,,,,7,2015
LOUTH,DUNDALK,97,20,5,1,,,123,2015
LOUTH,HACKBALLSCROSS,4,,,,,,4,2015
LOUTH,OMEATH,4,,,,,,4,2015
MAYO,BALLINA,38,5,1,1,,,45,2015
MAYO,BONNICONLON,1,,,,,,1,2015
MAYO,CROSSMOLINA,4,1,,,,,5,2015
MAYO,FOXFORD,2,1,,,,,3,2015
MAYO,KILLALA,2,,,,,,2,2015
MAYO,BALLYCROY,1,,,,,,1,2015
MAYO,BANGOR ERRIS,3,,,,,,3,2015
MAYO,BEAL AN MHUIRTHEAD,21,3,,1,,,25,2015
MAYO,GLEANN NA MUAIDHE,1,,,,,,1,2015
MAYO,BALLA,2,,,,,,2,2015
MAYO,CASTLEBAR,61,13,2,1,1,,78,2015
MAYO,PARTRY,1,1,,,,,2,2015
MAYO,BALLINDINE,1,,,,,,1,2015
MAYO,BALLINROBE,5,2,,,,,7,2015
MAYO,BALLYHAUNIS,8,2,,,,,10,2015
MAYO,CHARLESTOWN,4,1,,,,,5,2015
MAYO,CLAREMORRIS,31,6,,1,,,38,2015
MAYO,CONG,1,,,,,,1,2015
MAYO,KILKELLY,5,,,,,,5,2015
MAYO,KILMAINE,1,1,,,,,2,2015
MAYO,KILTIMAGH,,1,,,,,1,2015
MAYO,KNOCK,1,,,,,,1,2015
MAYO,SHRULE,1,,,,,,1,2015
MAYO,SWINFORD,21,2,,,,,23,2015
MAYO,ACHILL SOUND,4,1,,,,,5,2015
MAYO,KEEL,1,,,,,,1,2015
MAYO,LOUISBURGH,1,1,,,,,2,2015
MAYO,NEWPORT,2,,,,,,2,2015
MAYO,WESTPORT,25,4,,1,,,30,2015
MEATH,ASHBOURNE,36,7,,1,,,44,2015
MEATH,DULEEK,4,,,,,,4,2015
MEATH,DUNBOYNE,14,2,,,,,16,2015
MEATH,DUNSHAUGHLIN,16,2,,,,,18,2015
MEATH,LAYTOWN,17,4,,,,,21,2015
MEATH,BAILE ATHA BUI,5,,,,,,5,2015
MEATH,KELLS,33,6,,1,,,40,2015
MEATH,OLDCASTLE,3,,,,,,3,2015
MEATH,NAVAN,63,12,2,1,1,,79,2015
MEATH,NOBBER,3,1,,,,,4,2015
MEATH,SLANE,3,1,,,,,4,2015
MEATH,BALLIVOR,2,,,,,,2,2015
MEATH,ENFIELD,4,,,,,,4,2015
MEATH,LONGWOOD,1,,,,,,1,2015
MEATH,SUMMERHILL,2,,,,,,2,2015
MEATH,TRIM,24,6,,,,,30,2015
ROSCOMMON / LONGFORD,BALLAGHADERREEN,7,1,,,,,8,2015
ROSCOMMON / LONGFORD,BALLINLOUGH,2,,,,,,2,2015
ROSCOMMON / LONGFORD,BOYLE,21,5,,,,,26,2015
ROSCOMMON / LONGFORD,CASTLEREA,26,7,1,1,,,35,2015
ROSCOMMON / LONGFORD,ELPHIN,1,,,,,,1,2015
ROSCOMMON / LONGFORD,FRENCHPARK,3,,,,,,3,2015
ROSCOMMON / LONGFORD,KEADUE,1,,,,,,1,2015
ROSCOMMON / LONGFORD,ROOSKY,3,1,,,,,4,2015
ROSCOMMON / LONGFORD,STROKESTOWN,4,2,,,,,6,2015
ROSCOMMON / LONGFORD,TULSK,1,,,,,,1,2015
ROSCOMMON / LONGFORD,DRUMLISH,2,,,,,,2,2015
ROSCOMMON / LONGFORD,EDGEWORTHSTOWN,8,2,,,,,10,2015
ROSCOMMON / LONGFORD,GRANARD,21,4,,1,,,26,2015
ROSCOMMON / LONGFORD,SMEAR,1,,,,,,1,2015
ROSCOMMON / LONGFORD,BALLYMAHON,9,,,,,,9,2015
ROSCOMMON / LONGFORD,KENAGH,1,,,,,,1,2015
ROSCOMMON / LONGFORD,LANESBORO,6,2,,,,,8,2015
ROSCOMMON / LONGFORD,LONGFORD,53,11,1,1,,,66,2015
ROSCOMMON / LONGFORD,ATHLEAGUE,1,,,,,,1,2015
ROSCOMMON / LONGFORD,CLONARK,4,1,,,,,5,2015
ROSCOMMON / LONGFORD,ROSCOMMON,60,12,1,1,1,,75,2015
ROSCOMMON / LONGFORD,TAUGHMACONNELL,1,,,,,,1,2015
SLIGO / LEITRIM,BALLYMOTE,24,3,1,,,,28,2015
SLIGO / LEITRIM,ENNISCRONE,6,1,,,,,7,2015
SLIGO / LEITRIM,GURTEEN,1,1,,,,,2,2015
SLIGO / LEITRIM,RIVERSTOWN,2,1,,,,,3,2015
SLIGO / LEITRIM,TUBBERCURRY,7,1,,,,,8,2015
SLIGO / LEITRIM,BALLINAMORE,7,1,,,,,8,2015
SLIGO / LEITRIM,CARRICK-ON-SHANNON,38,8,1,1,,,48,2015
SLIGO / LEITRIM,CARRIGALLEN,2,,,,,,2,2015
SLIGO / LEITRIM,DRUMSHAMBO,4,2,,,,,6,2015
SLIGO / LEITRIM,KINLOUGH,4,1,,,,,5,2015
SLIGO / LEITRIM,MANORHAMILTON,19,3,,,,,22,2015
SLIGO / LEITRIM,MOHILL,5,1,,,,,6,2015
SLIGO / LEITRIM,COLLOONEY,4,1,,,,,5,2015
SLIGO / LEITRIM,GRANGE,5,1,,,,,6,2015
SLIGO / LEITRIM,ROSSES POINT,,1,,,,,1,2015
SLIGO / LEITRIM,SKREEN,1,,,,,,1,2015
SLIGO / LEITRIM,SLIGO,109,20,3,2,1,1,136,2015
TIPPERARY,ARDFINNAN,1,,,,,,1,2015
TIPPERARY,BALLYPOREEN,1,,,,,,1,2015
TIPPERARY,CAHIR,40,7,1,,,,48,2015
TIPPERARY,CASHEL,10,2,,,,,12,2015
TIPPERARY,CLOGHEEN,1,,,,,,1,2015
TIPPERARY,CARRICK-ON-SUIR,14,1,,,,,15,2015
TIPPERARY,CLONMEL,41,8,1,1,,,51,2015
TIPPERARY,FETHARD,1,,,,,,1,2015
TIPPERARY,KILSHEELAN,1,,,,,,1,2015
TIPPERARY,MULLINAHONE,1,,,,,,1,2015
TIPPERARY,BORRISOKANE,3,2,,,,,5,2015
TIPPERARY,CLOUGHJORDAN,1,,,,,,1,2015
TIPPERARY,LORRHA,1,,,,,,1,2015
TIPPERARY,MONEYGALL,1,,,,,,1,2015
TIPPERARY,NENAGH,32,5,1,1,,,39,2015
TIPPERARY,NEWPORT,10,1,,,,,11,2015
TIPPERARY,PORTROE,1,,,,,,1,2015
TIPPERARY,ROSCREA,16,1,,,,,17,2015
TIPPERARY,TOOMEVARA,1,,,,,,1,2015
TIPPERARY,BALLINGARRY SOUTH,1,,,,,,1,2015
TIPPERARY,BORRISOLEIGH,1,,,,,,1,2015
TIPPERARY,KILLENAULE,3,1,,,,,4,2015
