Divisions,Station,Garda,Sergt,Insp,Superintendent,chief_superintendent,Assistant_Commissioner,Grand Total,Year
TIPPERARY,TEMPLEMORE,21,1,,,,,22,2015
TIPPERARY,TEMPLETUOHY,1,,,,,,1,2015
TIPPERARY,THURLES,61,10,1,1,1,,74,2015
TIPPERARY,BANSHA,1,,,,,,1,2015
TIPPERARY,CAPPAWHITE,1,,,,,,1,2015
TIPPERARY,DUNDRUM,1,,,,,,1,2015
TIPPERARY,GOLDEN,1,,,,,,1,2015
TIPPERARY,TIPPERARY TOWN,29,7,1,1,,,38,2015
WATERFORD,AGLISH,1,,,,,,1,2015
WATERFORD,AN RINN,1,,,,,,1,2015
WATERFORD,ARDMORE,2,,,,,,2,2015
WATERFORD,CAPPOQUIN,2,,,,,,2,2015
WATERFORD,DUNGARVAN,34,5,1,1,,,41,2015
WATERFORD,LISMORE,3,1,,,,,4,2015
WATERFORD,TALLOW,2,1,,,,,3,2015
WATERFORD,KILMACTHOMAS,9,1,,,,,10,2015
WATERFORD,TRAMORE,28,5,,1,,,34,2015
WATERFORD,DUNMORE EAST,2,,,,,,2,2015
WATERFORD,FERRYBANK,4,1,,,,,5,2015
WATERFORD,PASSAGE EAST,1,,,,,,1,2015
WATERFORD,WATERFORD,144,25,5,1,1,,176,2015
WESTMEATH,ATHLONE,52,9,2,1,,,64,2015
WESTMEATH,BALLYMORE,1,,,,,,1,2015
WESTMEATH,GLASSON,2,,,,,,2,2015
WESTMEATH,KILBEGGAN,3,1,,,,,4,2015
WESTMEATH,MOATE,12,3,,,,,15,2015
WESTMEATH,BALLYNACARGY,2,,,,,,2,2015
WESTMEATH,CASTLEPOLLARD,3,1,,,,,4,2015
WESTMEATH,DELVIN,9,1,,,,,10,2015
WESTMEATH,KILLUCAN,4,,,,,,4,2015
WESTMEATH,KINNEGAD,4,1,,,,,5,2015
WESTMEATH,MULLINGAR,102,19,3,4,1,1,130,2015
WESTMEATH,MULTYFARNHAM,1,,,,,,1,2015
WESTMEATH,ROCHFORTBRIDGE,3,1,,,,,4,2015
WEXFORD,BLACKWATER,2,,,,,,2,2015
WEXFORD,BUNCLODY,5,2,,,,,7,2015
WEXFORD,CLONROCHE,2,,,,,,2,2015
WEXFORD,COURTOWN HARBOUR,3,1,,,,,4,2015
WEXFORD,ENNISCORTHY,31,7,1,1,,,40,2015
WEXFORD,FERNS,2,,,,,,2,2015
WEXFORD,GOREY,36,6,1,,,,43,2015
WEXFORD,OULART,2,,,,,,2,2015
WEXFORD,OYLEGATE,,1,,,,,1,2015
WEXFORD,BALLYCULLANE,1,,,,,,1,2015
WEXFORD,CARRICKBYRNE,1,,,,,,1,2015
WEXFORD,CARRICK-ON-BANNOW,1,,,,,,1,2015
WEXFORD,DUNCANNON,3,,,,,,3,2015
WEXFORD,NEW ROSS,34,7,,1,,,42,2015
WEXFORD,CASTLEBRIDGE,1,1,,,,,2,2015
WEXFORD,KILMORE QUAY,2,,,,,,2,2015
WEXFORD,ROSSLARE HARBOUR,6,1,,,,,7,2015
WEXFORD,ROSSLARE STRAND,1,,,,,,1,2015
WEXFORD,TAGHMON,3,,,,,,3,2015
WEXFORD,WEXFORD,74,11,2,1,1,,89,2015
WICKLOW,BALTINGLASS,28,4,1,1,,,34,2015
WICKLOW,BLESSINGTON,18,3,,,,,21,2015
WICKLOW,CARNEW,3,1,,,,,4,2015
WICKLOW,DUNLAVIN,2,,,,,,2,2015
WICKLOW,SHILLELAGH,1,,,,,,1,2015
WICKLOW,TINAHELY,2,,,,,,2,2015
WICKLOW,BRAY,99,17,4,1,1,,122,2015
WICKLOW,ENNISKERRY,3,1,,,,,4,2015
WICKLOW,GREYSTONES,25,3,,,,,28,2015
WICKLOW,NEWTOWNMOUNTKENNEDY,2,1,,,,,3,2015
WICKLOW,ARKLOW,27,5,1,,,,33,2015
WICKLOW,ASHFORD,6,2,,,,,8,2015
WICKLOW,AUGHRIM,2,,,,,,2,2015
WICKLOW,AVOCA,2,,,,,,2,2015
WICKLOW,RATHDRUM,3,1,,,,,4,2015
WICKLOW,ROUNDWOOD,2,1,,,,,3,2015
WICKLOW,WICKLOW,38,5,1,1,,,45,2015
