Divisions,Station,Garda,Sergt,Insp,Superintendent,chief_superintendent,Assistant_Commissioner,Grand Total,year
TIPPERARY,DUNDRUM,2,,,,,,2,2012
TIPPERARY,EMLY,1,,,,,,1,2012
TIPPERARY,GOLDEN,1,,,,,,1,2012
TIPPERARY,TIPPERARY TOWN,24,5,1,1,,,31,2012
WATERFORD,AGLISH,1,,,,,,1,2012
WATERFORD,AN RINN,1,,,,,,1,2012
WATERFORD,ARDMORE,2,,,,,,2,2012
WATERFORD,BALLYMACARBERRY,1,,,,,,1,2012
WATERFORD,CAPPOQUIN,2,,,,,,2,2012
WATERFORD,DUNGARVAN,38,5,1,1,,,45,2012
WATERFORD,LISMORE,3,1,,,,,4,2012
WATERFORD,TALLOW,2,1,,,,,3,2012
WATERFORD,KILMACTHOMAS,3,2,,,,,5,2012
WATERFORD,KILMEADEN,1,,,,,,1,2012
WATERFORD,LEAMYBRIEN,1,,,,,,1,2012
WATERFORD,PORTLAW,1,,,,,,1,2012
WATERFORD,RATHGORMACK,1,,,,,,1,2012
WATERFORD,TRAMORE,31,4,,1,,,36,2012
WATERFORD,DUNMORE EAST,2,,,,,,2,2012
WATERFORD,FERRYBANK,5,1,,,,,6,2012
WATERFORD,PASSAGE EAST,1,,,,,,1,2012
WATERFORD,WATERFORD,142,22,4,2,1,,171,2012
WESTMEATH,ATHLONE,56,8,2,1,,,67,2012
WESTMEATH,BALLYMORE,1,,,,,,1,2012
WESTMEATH,GLASSON,2,,,,,,2,2012
WESTMEATH,KILBEGGAN,4,1,,,,,5,2012
WESTMEATH,MOATE,14,3,,,,,17,2012
WESTMEATH,BALLYNACARGY,2,,,,,,2,2012
WESTMEATH,CASTLEPOLLARD,2,1,,,,,3,2012
WESTMEATH,CASTLETOWN GEOGHEGAN,1,,,,,,1,2012
WESTMEATH,DELVIN,10,2,,,,,12,2012
WESTMEATH,FINEA,1,,,,,,1,2012
WESTMEATH,KILLUCAN,5,,,,,,5,2012
WESTMEATH,KINNEGAD,4,1,,,,,5,2012
WESTMEATH,MULLINGAR,101,19,5,1,1,1,128,2012
WESTMEATH,MULTYFARNHAM,1,,,,,,1,2012
WESTMEATH,RATHOWEN,1,,,,,,1,2012
WESTMEATH,ROCHFORTBRIDGE,2,1,,,,,3,2012
WEXFORD,BLACKWATER,2,,,,,,2,2012
WEXFORD,CLONROCHE,1,1,,,,,2,2012
WEXFORD,ENNISCORTHY,32,5,1,1,,,39,2012
WEXFORD,FERNS,2,,,,,,2,2012
WEXFORD,OULART,1,,,,,,1,2012
WEXFORD,OYLEGATE,,1,,,,,1,2012
WEXFORD,BUNCLODY,7,1,,,,,8,2012
WEXFORD,COURTOWN HARBOUR,3,,,,,,3,2012
WEXFORD,GOREY,38,7,1,1,,,47,2012
WEXFORD,BALLYCULLANE,2,,,,,,2,2012
WEXFORD,CARRICKBYRNE,2,,,,,,2,2012
WEXFORD,CARRICK-ON-BANNOW,1,,,,,,1,2012
WEXFORD,DUNCANNON,3,1,,,,,4,2012
WEXFORD,NEW ROSS,33,6,,1,,,40,2012
WEXFORD,CASTLEBRIDGE,2,1,,,,,3,2012
WEXFORD,KILMORE QUAY,3,1,,,,,4,2012
WEXFORD,ROSSLARE HARBOUR,6,,,,,,6,2012
WEXFORD,ROSSLARE STRAND,1,1,,,,,2,2012
WEXFORD,TAGHMON,3,,,,,,3,2012
WEXFORD,WEXFORD,72,12,2,1,1,,88,2012
WICKLOW,BALTINGLASS,29,5,1,,,,35,2012
WICKLOW,BLESSINGTON,16,2,,,,,18,2012
WICKLOW,CARNEW,3,1,,,,,4,2012
WICKLOW,DONARD,1,,,,,,1,2012
WICKLOW,DUNLAVIN,2,,,,,,2,2012
WICKLOW,HOLLYWOOD,1,,,,,,1,2012
WICKLOW,SHILLELAGH,1,,,,,,1,2012
WICKLOW,TINAHELY,2,,,,,,2,2012
WICKLOW,BRAY,101,16,5,1,1,,124,2012
WICKLOW,ENNISKERRY,5,1,,,,,6,2012
WICKLOW,GREYSTONES,29,4,,,,,33,2012
WICKLOW,NEWTOWNMOUNTKENNEDY,3,1,,,,,4,2012
WICKLOW,ARKLOW,29,4,1,,,,34,2012
WICKLOW,ASHFORD,7,2,,,,,9,2012
WICKLOW,AUGHRIM,2,,,,,,2,2012
WICKLOW,AVOCA,2,,,,,,2,2012
WICKLOW,RATHDRUM,3,1,,,,,4,2012
WICKLOW,ROUNDWOOD,3,1,,,,,4,2012
WICKLOW,WICKLOW,40,6,1,1,,,48,2012
